Data,PETR4- State,PETR4- Var%,BOVA11- State,BOVA11- Var%,ITUB4- State,ITUB4- Var%,VALE3- State,VALE3- Var%,BBAS3- State,BBAS3- Var%
10/04/18,0,4.21%,0,-0.82%,0,0.50%,0,4.38%,0,-1.20%
11/04/18,0,1.85%,0,-0.74%,0,1.65%,-1,-0.44%,0,0.83%
12/04/18,0,-0.53%,0,0.57%,0,0.88%,0,0.37%,0,-0.26%
13/04/18,0,-2.21%,0,-1.35%,0,-2.32%,0,0.39%,0,-3.36%
16/04/18,0,-2.75%,0,1.73%,0,-1.47%,0,-0.98%,0,-3.56%
17/04/18,0,2.02%,0,-2.53%,0,1.65%,0,3.12%,0,2.40%
18/04/18,0,3.62%,0,0.56%,0,1.90%,0,3.38%,0,2.29%
19/04/18,0,1.87%,0,-0.15%,0,-0.93%,0,0.74%,0,0.05%
20/04/18,0,0.70%,0,-0.72%,0,-0.22%,0,-0.41%,0,-1.10%
23/04/18,0,0.56%,0,1.93%,0,0.18%,0,-0.28%,0,-1.81%
24/04/18,0,-0.37%,0,0.81%,0,-0.49%,0,1.71%,0,-0.97%
25/04/18,0,-2.98%,0,0.46%,0,-0.59%,0,-0.75%,0,1.31%
26/04/18,0,4.12%,0,0.77%,0,2.32%,0,1.57%,0,0.78%
27/04/18,0,0.37%,0,0.16%,0,-0.19%,0,-0.72%,0,0.00%
30/04/18,0,1.15%,0,2.53%,0,-0.95%,0,0.66%,0,-1.74%
02/05/18,0,-1.63%,0,0.01%,0,-4.50%,0,0.08%,0,-1.85%
03/05/18,0,-0.65%,0,1.60%,1,-1.97%,0,0.76%,0,-2.83%
04/05/18,0,-0.84%,0,1.03%,0,-1.17%,0,1.26%,0,-0.20%
07/05/18,0,1.73%,0,0.66%,0,0.15%,0,-0.93%,0,-0.11%
08/05/18,0,1.15%,0,-0.16%,0,0.32%,0,-0.10%,0,2.72%
09/05/18,0,8.14%,0,-14.57%,0,0.32%,0,2.15%,0,4.21%
10/05/18,-1,3.91%,0,-1.19%,0,2.73%,0,2.29%,-1,-3.67%
11/05/18,0,-1.17%,0,-0.02%,0,-1.60%,0,2.40%,0,-0.47%
14/05/18,0,3.11%,0,-2.05%,0,-1.50%,0,3.11%,0,-2.49%
15/05/18,0,2.11%,0,0.90%,0,-0.38%,0,0.70%,0,-2.72%
16/05/18,0,2.26%,0,-1.50%,0,1.74%,0,2.28%,0,1.47%
17/05/18,0,-5.25%,0,-0.95%,0,-5.23%,0,-0.92%,0,-4.64%
18/05/18,1,-1.16%,0,0.59%,1,-0.70%,0,-1.10%,0,-0.55%
21/05/18,0,-2.36%,0,-0.80%,0,-1.37%,0,-3.23%,0,-2.39%
22/05/18,0,-1.17%,0,-2.11%,0,2.42%,1,-1.26%,0,2.22%
23/05/18,0,-5.81%,0,1.62%,0,-1.89%,0,-0.77%,0,-2.16%
24/05/18,0,-13.72%,0,2.09%,0,1.32%,0,1.01%,0,-3.06%
25/05/18,1,-1.40%,0,-1.15%,0,-0.88%,0,-1.86%,0,-2.08%
28/05/18,0,-14.56%,0,-2.08%,0,-4.23%,0,-0.80%,0,-7.34%
29/05/18,1,14.08%,0,0.13%,0,-0.35%,0,-1.79%,1,2.26%
30/05/18,-1,-1.67%,0,0.24%,0,0.19%,0,0.94%,0,6.52%
01/06/18,0,-14.86%,0,0.61%,0,1.99%,0,4.21%,-1,0.95%
04/06/18,0,8.50%,0,0.61%,0,2.17%,0,-0.45%,0,1.44%
05/06/18,0,-5.34%,0,-0.21%,0,-3.29%,0,2.29%,0,-6.37%
06/06/18,0,-1.57%,0,-1.72%,0,-2.54%,0,4.37%,0,-4.95%
07/06/18,0,-3.50%,0,1.36%,0,-2.91%,0,-3.03%,0,-4.01%
08/06/18,0,-3.23%,0,0.48%,0,0.24%,0,-6.41%,0,1.43%
11/06/18,0,1.02%,0,1.03%,0,-2.89%,1,-0.06%,0,-3.30%
12/06/18,0,0.34%,0,-0.52%,0,-0.20%,0,1.66%,0,3.88%
13/06/18,0,-1.88%,1,1.62%,0,-0.98%,0,-0.28%,0,-1.82%
14/06/18,0,-0.41%,0,1.08%,0,-3.55%,0,0.30%,0,-4.53%
15/06/18,0,-0.90%,0,0.16%,0,0.97%,0,-4.99%,0,-1.19%
18/06/18,0,-3.13%,0,-1.38%,0,-2.03%,0,0.17%,0,-1.92%
19/06/18,0,6.31%,0,1.47%,0,4.51%,0,-1.84%,0,7.01%
20/06/18,0,5.13%,0,-0.54%,-1,1.85%,0,1.04%,0,2.90%
21/06/18,0,-6.80%,0,0.96%,0,-2.67%,0,-3.27%,0,-3.67%
22/06/18,0,0.00%,0,13.40%,0,0.77%,0,1.68%,0,0.35%
25/06/18,0,3.93%,0,-1.43%,0,0.20%,0,-1.76%,0,2.91%
26/06/18,0,2.19%,0,-1.37%,0,-0.33%,0,2.51%,0,1.19%
27/06/18,0,3.18%,0,1.46%,0,-1.81%,0,-0.40%,0,-2.06%
28/06/18,0,0.31%,0,-2.74%,0,2.77%,0,1.92%,0,5.75%
29/06/18,0,3.51%,0,0.20%,0,1.74%,0,1.05%,0,1.78%
02/07/18,0,1.63%,0,0.28%,0,0.06%,0,-1.68%,0,2.58%
03/07/18,0,0.18%,0,-0.74%,0,2.35%,0,-1.62%,0,0.88%
04/07/18,0,5.47%,0,0.51%,0,1.62%,0,0.13%,0,2.87%
05/07/18,0,-3.21%,0,0.80%,0,-0.64%,0,3.49%,0,-2.33%
06/07/18,0,0.47%,0,1.02%,0,0.91%,0,1.28%,0,-1.11%
10/07/18,0,-1.10%,0,-1.34%,0,0.26%,0,-1.61%,0,-0.85%
11/07/18,0,-1.88%,0,1.48%,0,0.40%,0,-1.35%,0,1.99%
12/07/18,0,3.05%,0,1.39%,0,1.89%,0,3.26%,0,1.91%
13/07/18,0,0.93%,0,-1.85%,0,2.55%,0,-0.29%,0,2.54%
16/07/18,0,-1.26%,0,0.24%,0,-0.36%,0,-0.61%,0,-1.09%
17/07/18,0,2.27%,0,-0.76%,0,1.88%,0,1.40%,0,3.35%
18/07/18,0,-1.31%,0,-0.78%,0,-1.27%,0,1.48%,0,-0.63%
19/07/18,0,1.96%,0,0.43%,0,1.44%,0,-3.92%,0,-0.89%
20/07/18,0,4.80%,0,0.73%,0,2.84%,0,-1.44%,0,5.30%
23/07/18,0,-0.16%,0,-0.86%,0,-1.92%,0,1.79%,0,-0.67%
24/07/18,0,2.11%,0,-0.08%,0,-0.07%,0,3.44%,0,0.79%
25/07/18,0,1.53%,0,-1.43%,0,3.15%,0,0.86%,0,1.60%
26/07/18,0,-2.76%,0,0.45%,0,-1.58%,0,1.99%,0,-3.25%
27/07/18,0,1.82%,0,0.43%,0,0.54%,0,1.27%,0,1.23%
30/07/18,0,0.63%,0,0.92%,0,1.45%,0,1.66%,0,0.03%
31/07/18,0,-0.84%,0,0.21%,0,-4.19%,0,0.93%,0,-1.19%
01/08/18,0,1.42%,0,0.57%,1,1.26%,0,-3.25%,0,1.45%
02/08/18,0,2.03%,0,3.11%,0,0.35%,0,-0.41%,0,0.79%
03/08/18,0,3.41%,0,1.88%,0,2.38%,0,2.32%,0,3.01%
06/08/18,0,-0.30%,0,-0.74%,0,-0.73%,0,-0.29%,0,0.20%
07/08/18,0,-1.58%,0,-1.13%,0,-0.60%,0,0.67%,0,-2.13%
08/08/18,0,-2.76%,0,-0.43%,0,-2.34%,0,-0.66%,0,-2.80%
09/08/18,0,0.98%,0,-0.38%,0,-0.53%,0,-1.07%,0,2.97%
10/08/18,0,-3.68%,0,1.17%,0,-3.63%,0,-0.25%,0,-5.51%
13/08/18,0,2.28%,0,0.12%,0,0.79%,0,1.10%,1,0.47%
14/08/18,0,-0.05%,0,0.51%,0,2.07%,0,0.92%,0,3.45%
15/08/18,0,-4.62%,0,1.46%,0,-0.67%,0,-4.45%,0,-2.12%
16/08/18,1,-0.54%,0,0.12%,0,-0.14%,1,-1.37%,0,0.31%
17/08/18,0,-2.57%,0,-1.36%,0,-2.56%,0,2.17%,0,-3.52%
20/08/18,0,-0.56%,0,-0.66%,0,0.71%,0,1.26%,0,-2.66%
21/08/18,0,-3.45%,0,0.22%,0,-1.29%,0,0.56%,0,-3.98%
22/08/18,0,3.51%,0,1.63%,0,2.38%,0,3.03%,0,3.62%
23/08/18,0,-2.15%,0,1.41%,0,-3.89%,0,0.09%,0,-2.53%
24/08/18,0,1.97%,0,1.35%,0,0.75%,0,1.50%,0,1.37%
27/08/18,0,2.21%,0,-2.88%,0,3.32%,0,2.81%,0,3.07%
28/08/18,0,-1.94%,0,0.99%,0,-0.70%,0,-0.04%,0,-0.49%
29/08/18,0,5.20%,0,-0.42%,0,1.66%,0,-0.77%,0,2.27%
30/08/18,0,-2.58%,0,1.10%,0,-3.94%,0,-1.18%,0,-3.73%
31/08/18,0,2.43%,0,0.38%,0,1.37%,0,-1.74%,0,0.57%
03/09/18,0,-1.35%,0,-2.87%,0,-1.38%,0,0.80%,0,-2.36%
04/09/18,0,-1.86%,0,1.24%,0,-0.86%,0,-3.79%,0,-2.55%
05/09/18,0,0.00%,0,0.18%,0,0.58%,0,0.29%,0,0.17%
06/09/18,0,1.84%,0,-0.54%,0,2.53%,0,2.55%,0,2.23%
10/09/18,0,1.42%,0,-0.08%,0,0.92%,0,-0.49%,0,-1.36%
11/09/18,0,-3.93%,0,0.52%,0,-3.44%,0,-1.18%,0,-4.53%
12/09/18,0,2.41%,0,-0.66%,0,0.29%,0,1.64%,0,0.46%
13/09/18,0,-1.26%,0,-1.01%,0,-0.55%,0,0.62%,0,-1.34%
14/09/18,0,0.44%,0,1.23%,0,1.76%,0,2.64%,0,0.81%
17/09/18,0,3.26%,0,0.99%,0,2.37%,0,-0.29%,0,3.42%
18/09/18,0,4.33%,0,-0.32%,0,-0.09%,0,4.18%,0,4.46%
19/09/18,0,-1.33%,0,2.17%,0,0.70%,0,2.16%,0,-1.01%
20/09/18,0,-0.52%,0,-1.29%,0,-0.65%,0,1.26%,0,0.27%
21/09/18,0,1.36%,0,0.61%,0,1.69%,0,2.85%,0,3.66%
24/09/18,0,-0.72%,0,0.34%,0,-2.49%,0,-1.33%,0,-2.78%
25/09/18,0,0.42%,0,-1.04%,0,0.23%,0,3.32%,0,-0.61%
26/09/18,0,0.57%,0,0.50%,0,1.10%,0,-3.52%,0,-0.34%
27/09/18,0,6.27%,0,-0.22%,0,2.75%,0,-0.88%,0,2.85%
28/09/18,-1,-1.74%,0,-1.00%,0,-0.85%,0,0.57%,0,-2.77%
01/10/18,0,-0.39%,0,-2.22%,0,-1.12%,0,0.97%,0,-4.21%
02/10/18,0,8.65%,0,-1.00%,0,3.85%,0,1.32%,0,11.41%
03/10/18,-1,4.27%,0,-0.20%,0,4.53%,0,-2.04%,-1,9.07%
04/10/18,0,0.96%,0,-0.01%,0,0.11%,0,-1.92%,0,2.45%
05/10/18,0,-0.26%,0,1.48%,0,-0.34%,0,-2.23%,0,1.77%
08/10/18,0,11.00%,0,0.09%,0,5.95%,0,-0.77%,0,9.68%
09/10/18,-1,0.86%,0,-1.99%,-1,-0.52%,0,1.07%,0,-0.51%
10/10/18,0,-2.90%,0,-1.31%,0,-3.45%,0,-3.07%,0,-4.23%
11/10/18,0,-2.91%,0,1.63%,0,-1.19%,0,1.06%,0,-0.40%
15/10/18,0,1.89%,0,0.39%,0,1.16%,0,2.11%,0,1.40%
16/10/18,0,3.75%,0,0.23%,0,4.00%,0,0.05%,0,4.37%
17/10/18,0,-1.05%,0,-0.07%,0,-1.04%,0,1.91%,0,0.86%
18/10/18,0,-2.82%,0,0.36%,0,-2.97%,0,-3.91%,0,-1.16%
19/10/18,0,0.85%,0,-0.01%,0,-0.10%,0,0.05%,0,0.84%
22/10/18,0,2.36%,0,0.60%,0,1.46%,0,3.25%,0,0.68%
23/10/18,0,-1.25%,0,0.15%,0,0.35%,0,-2.78%,0,0.35%
24/10/18,0,-1.98%,0,-0.38%,0,-2.60%,0,-4.09%,0,-2.23%
25/10/18,0,2.46%,1,0.20%,0,1.16%,0,0.33%,0,2.56%
26/10/18,0,4.89%,0,-1.08%,0,1.87%,0,1.81%,0,5.79%
29/10/18,0,-4.29%,0,-0.07%,0,-1.84%,0,-4.50%,0,-1.30%
30/10/18,0,5.97%,0,-13.95%,0,2.93%,0,1.45%,0,2.94%
31/10/18,0,-1.33%,0,-1.62%,0,-0.48%,0,5.27%,0,-0.81%
01/11/18,0,-1.09%,0,1.33%,0,1.43%,-1,1.39%,0,1.47%
05/11/18,0,3.08%,0,-1.47%,0,1.08%,0,0.05%,0,0.07%
06/11/18,0,-3.46%,0,0.27%,0,0.63%,0,-0.52%,0,-2.17%
07/11/18,0,-3.28%,0,1.47%,0,0.10%,0,0.63%,0,-2.40%
08/11/18,0,-3.59%,0,-1.49%,0,-1.38%,0,-0.99%,0,-2.05%
09/11/18,0,0.45%,0,-0.47%,0,1.26%,0,-4.16%,0,2.22%
12/11/18,0,-0.53%,0,1.04%,0,0.28%,0,0.37%,0,1.64%
13/11/18,0,-4.30%,0,-0.08%,0,-0.37%,0,2.59%,0,-1.14%
14/11/18,0,3.55%,0,-0.14%,0,0.87%,0,-1.97%,0,0.17%
16/11/18,0,2.77%,0,-1.23%,0,3.09%,0,1.79%,0,3.16%
19/11/18,0,0.80%,0,0.51%,0,-0.06%,0,-1.39%,0,2.34%
21/11/18,0,-3.19%,0,-0.34%,0,-1.30%,0,-1.52%,0,-0.23%
22/11/18,0,0.29%,0,0.81%,0,-0.23%,0,-0.90%,0,1.99%
23/11/18,0,-3.08%,0,0.22%,0,-0.12%,0,-6.83%,0,0.79%
26/11/18,0,-0.51%,0,-0.15%,0,-1.65%,1,-0.46%,0,-1.76%
27/11/18,0,5.29%,0,2.66%,0,3.38%,0,-0.40%,0,2.36%
28/11/18,0,-0.57%,0,0.82%,0,2.50%,0,4.77%,0,1.58%
29/11/18,0,-0.86%,0,2.50%,0,0.89%,0,-0.57%,0,-1.14%
30/11/18,0,1.15%,0,3.21%,0,-0.91%,0,1.54%,0,-1.35%
03/12/18,0,1.91%,0,-0.54%,0,-1.26%,0,2.48%,0,-1.19%
04/12/18,0,-2.31%,0,0.61%,0,-0.11%,0,-2.27%,0,-1.00%
05/12/18,0,0.86%,0,1.75%,0,0.06%,0,-0.15%,0,1.01%
06/12/18,0,-3.80%,0,0.90%,0,0.90%,0,-0.95%,0,0.61%
07/12/18,0,0.76%,0,1.56%,0,-0.81%,0,-1.93%,0,-0.77%
10/12/18,0,-5.38%,0,-0.27%,0,-2.67%,0,-2.13%,0,-2.93%
11/12/18,0,-0.66%,0,0.65%,0,0.90%,0,0.80%,0,0.58%
12/12/18,0,0.04%,0,-1.91%,0,0.69%,0,-0.45%,0,0.27%
13/12/18,0,0.27%,0,3.80%,0,1.76%,0,0.46%,0,2.56%
14/12/18,0,-1.33%,0,2.38%,0,-0.73%,0,0.55%,0,0.05%
17/12/18,0,-0.76%,0,1.41%,0,-2.67%,0,0.73%,0,-0.91%
18/12/18,0,-3.80%,0,-1.10%,0,1.62%,0,0.37%,0,0.23%
19/12/18,0,1.13%,0,1.43%,0,-1.34%,0,-2.78%,0,0.00%
20/12/18,0,-3.44%,0,-1.69%,0,-0.03%,0,-0.40%,0,0.64%
21/12/18,0,0.29%,0,-3.16%,0,-0.46%,0,2.11%,0,0.02%
26/12/18,0,3.98%,0,0.21%,0,-2.18%,0,-0.83%,0,0.66%
27/12/18,0,-0.05%,0,-0.28%,0,1.69%,0,-1.86%,0,1.67%
28/12/18,0,4.66%,0,2.17%,0,3.50%,0,3.03%,0,3.04%
02/01/19,0,6.08%,0,-0.44%,-1,4.27%,0,0.18%,-1,4.54%
03/01/19,-1,2.45%,0,1.92%,-1,1.65%,0,-4.09%,-1,0.41%
04/01/19,0,0.28%,0,0.11%,0,-1.68%,1,6.51%,0,0.00%
07/01/19,0,1.58%,0,2.39%,0,0.19%,-1,-0.54%,0,-0.66%
08/01/19,0,-0.60%,0,-0.93%,0,1.27%,0,0.96%,0,-1.13%
09/01/19,0,2.08%,0,-1.07%,0,1.52%,0,2.44%,0,-0.27%
10/01/19,0,-0.86%,0,-1.68%,0,-0.68%,0,-1.10%,0,1.46%
11/01/19,0,-1.07%,0,1.73%,0,-0.61%,0,-1.36%,0,0.41%
14/01/19,0,-0.56%,0,0.96%,0,0.74%,0,0.42%,0,2.32%
15/01/19,0,-0.08%,0,-0.85%,0,-1.56%,0,-0.48%,0,-1.16%
16/01/19,0,-0.04%,0,0.15%,0,-0.29%,0,0.57%,0,-0.95%
17/01/19,0,1.37%,0,-0.35%,0,0.00%,0,3.00%,0,0.37%
18/01/19,0,0.95%,0,1.05%,0,1.29%,0,0.98%,0,-0.84%
21/01/19,0,0.51%,0,-1.15%,0,-0.82%,0,0.95%,0,-0.54%
22/01/19,0,-1.57%,0,0.64%,0,-0.16%,0,-0.36%,0,-0.19%
23/01/19,0,1.19%,0,-0.61%,0,0.67%,0,1.03%,0,2.07%
24/01/19,0,0.43%,1,-0.40%,0,-0.13%,0,0.90%,0,-0.51%
28/01/19,0,-3.01%,0,0.70%,0,1.79%,0,-24.52%,0,-1.29%
29/01/19,0,2.42%,0,-1.13%,0,-0.73%,1,0.85%,0,3.33%
30/01/19,0,0.99%,0,0.31%,0,0.63%,0,9.03%,0,1.30%
31/01/19,0,-0.16%,0,0.89%,0,1.73%,0,-2.36%,0,2.53%
01/02/19,0,0.86%,0,-8.44%,0,0.12%,0,1.65%,0,0.48%
04/02/19,0,0.89%,0,-0.48%,0,2.27%,0,-3.39%,0,1.90%
05/02/19,0,0.08%,0,1.96%,0,-4.26%,0,-0.09%,0,2.92%
06/02/19,0,-2.15%,0,1.29%,1,-4.21%,0,-4.88%,0,-6.09%
07/02/19,0,-1.57%,0,-8.66%,1,0.36%,0,-2.05%,1,0.66%
08/02/19,0,0.16%,0,-0.71%,0,2.14%,0,3.77%,0,0.14%
11/02/19,0,-1.15%,0,4.65%,0,-1.13%,0,-2.64%,0,-2.96%
12/02/19,0,3.54%,0,-0.87%,0,2.39%,0,5.43%,0,6.16%
13/02/19,-1,1.28%,0,1.61%,0,-2.28%,0,2.69%,-1,-2.27%
14/02/19,0,3.45%,0,0.74%,0,2.66%,0,0.37%,0,5.11%
15/02/19,0,-0.41%,0,0.10%,0,-1.03%,0,0.48%,0,0.13%
18/02/19,0,-0.30%,0,-0.94%,0,-1.60%,0,-1.37%,0,-0.99%
19/02/19,0,2.32%,0,0.69%,0,2.30%,0,0.53%,0,0.42%
20/02/19,0,-1.24%,0,1.02%,0,-1.27%,0,0.68%,0,-2.83%
21/02/19,0,1.33%,0,2.53%,0,1.82%,0,-0.92%,0,0.45%
22/02/19,0,-0.99%,0,0.49%,0,1.41%,0,3.55%,0,0.90%
25/02/19,0,-1.58%,0,1.73%,0,-1.53%,0,0.28%,0,-1.64%
26/02/19,0,-0.45%,0,-0.13%,0,0.36%,0,0.17%,0,0.54%
27/02/19,0,1.88%,0,0.52%,0,-0.88%,0,-0.78%,0,-1.14%
28/02/19,0,-0.07%,0,-2.19%,0,-1.89%,0,0.58%,0,-2.50%
01/03/19,0,-1.33%,0,-0.30%,0,-1.06%,0,-0.76%,0,1.40%
06/03/19,0,0.22%,0,-0.54%,0,0.03%,0,2.80%,0,-1.38%
07/03/19,0,0.04%,0,1.03%,0,1.38%,0,1.69%,0,-0.34%
08/03/19,0,-0.37%,0,0.31%,0,1.19%,0,-0.02%,0,3.51%
11/03/19,0,4.05%,0,1.61%,0,3.27%,0,2.11%,0,3.07%
12/03/19,-1,-0.90%,0,0.32%,0,0.22%,0,0.18%,0,-0.57%
13/03/19,0,2.18%,0,0.41%,0,1.08%,0,1.46%,0,1.54%
14/03/19,0,0.32%,0,0.37%,0,-1.58%,0,0.02%,0,-0.76%
15/03/19,0,0.21%,0,0.86%,0,-0.03%,0,-0.32%,0,0.86%
18/03/19,0,1.73%,0,0.85%,0,0.16%,0,-0.18%,0,-0.76%
19/03/19,0,1.60%,0,-1.12%,0,-2.33%,0,2.85%,0,-2.14%
20/03/19,0,-0.79%,0,-0.33%,0,-2.25%,0,-2.58%,0,-2.24%
21/03/19,0,-1.42%,0,-0.02%,0,-1.76%,1,0.65%,0,-2.10%
22/03/19,0,-5.46%,0,-1.21%,0,-2.95%,0,-1.65%,0,-5.44%
25/03/19,1,1.26%,0,0.24%,0,0.15%,0,-1.00%,1,0.71%
26/03/19,0,4.72%,0,1.58%,0,1.04%,0,1.47%,0,2.35%
27/03/19,0,-4.51%,0,-0.49%,0,-3.39%,0,-1.35%,0,-5.54%
28/03/19,0,2.63%,0,0.81%,0,3.96%,0,-0.60%,1,3.49%
29/03/19,0,0.00%,0,1.91%,-1,0.97%,0,3.31%,0,1.46%
01/04/19,0,-0.21%,0,0.90%,0,-0.74%,0,3.28%,0,0.99%
02/04/19,0,1.04%,0,0.01%,0,-1.58%,0,-1.84%,0,-0.87%
03/04/19,0,-2.65%,0,-0.05%,0,-0.89%,0,0.29%,0,-1.07%
04/04/19,0,3.38%,0,-0.01%,0,1.50%,0,0.73%,0,1.20%
05/04/19,0,1.09%,0,-1.09%,0,2.16%,0,-0.35%,0,0.57%
08/04/19,0,1.63%,0,-0.40%,0,-0.61%,0,2.71%,0,0.16%
09/04/19,0,-0.31%,0,-1.27%,0,-0.55%,0,-1.95%,0,-1.50%
10/04/19,0,-1.30%,0,-0.07%,0,-0.18%,0,-1.13%,0,0.74%
11/04/19,0,-2.71%,0,-0.11%,0,-2.32%,0,0.06%,0,-1.13%
12/04/19,0,-7.75%,0,-0.19%,0,-1.05%,0,-0.60%,0,-3.17%
15/04/19,1,0.31%,0,-0.40%,0,-0.06%,0,-0.29%,0,0.28%
16/04/19,0,3.05%,0,0.38%,0,-0.09%,0,3.45%,0,2.07%
17/04/19,0,0.11%,0,-1.17%,0,-1.55%,0,-1.60%,0,-1.32%
18/04/19,0,3.18%,0,-0.04%,0,1.36%,0,0.63%,0,3.50%
22/04/19,0,-0.58%,0,-0.71%,0,-0.27%,0,-2.43%,0,-1.04%
23/04/19,0,0.88%,0,-1.20%,0,1.28%,0,1.21%,0,2.01%
24/04/19,0,-0.29%,0,0.60%,0,0.15%,0,-3.00%,0,-2.03%
25/04/19,0,0.73%,0,0.76%,0,1.54%,0,-0.06%,0,1.64%
26/04/19,0,-1.91%,1,0.27%,0,0.24%,0,0.18%,0,0.51%
29/04/19,0,0.44%,0,1.42%,0,-0.80%,0,-0.34%,0,0.04%
30/04/19,0,-0.95%,0,1.32%,0,0.89%,0,-0.30%,0,0.63%
02/05/19,0,-1.40%,0,-0.65%,0,0.67%,0,-2.32%,0,0.22%
03/05/19,0,0.45%,0,-1.68%,0,-0.97%,0,2.98%,0,0.58%
06/05/19,0,-0.30%,0,0.96%,0,-2.20%,0,-1.47%,0,-1.42%
07/05/19,0,-1.57%,0,0.38%,0,-1.12%,0,0.08%,0,0.24%
08/05/19,0,3.87%,0,-1.78%,0,1.13%,0,-1.41%,0,2.22%
09/05/19,0,-1.97%,0,-0.35%,0,-1.24%,0,-0.94%,0,0.87%
10/05/19,0,-0.93%,0,0.51%,0,-0.46%,0,1.90%,0,-1.70%
13/05/19,0,-2.93%,0,-0.19%,0,-1.57%,0,-4.10%,0,-3.57%
14/05/19,0,0.39%,0,-0.45%,0,-0.47%,0,0.34%,0,-0.97%
15/05/19,0,-0.46%,0,2.41%,0,0.31%,0,0.76%,0,-1.65%
16/05/19,0,-2.37%,0,1.03%,0,-1.29%,0,-3.23%,0,-3.12%
17/05/19,0,-2.30%,0,-2.25%,0,0.19%,0,2.84%,0,-1.73%
20/05/19,0,3.38%,0,1.02%,0,2.60%,0,-2.03%,0,3.84%
21/05/19,-1,3.82%,0,-0.54%,-1,3.84%,0,1.41%,-1,5.71%
22/05/19,0,-0.38%,0,1.54%,-1,0.12%,0,0.11%,-1,0.00%
23/05/19,0,-1.71%,0,1.38%,0,-0.21%,0,0.76%,0,0.16%
24/05/19,0,0.97%,0,0.45%,0,-1.49%,0,1.02%,0,1.47%
27/05/19,0,0.57%,0,-0.24%,0,0.36%,0,3.89%,0,1.95%
28/05/19,0,2.13%,0,0.69%,0,2.81%,0,0.12%,0,1.30%
29/05/19,0,-1.12%,0,0.01%,0,1.88%,0,-1.09%,0,-0.10%
30/05/19,0,-1.32%,0,0.08%,0,1.04%,0,0.62%,0,1.46%
31/05/19,0,-2.29%,0,0.32%,0,-0.23%,0,-2.02%,0,-0.19%
03/06/19,0,1.72%,0,-0.26%,0,0.27%,0,-0.35%,0,0.46%
04/06/19,0,0.81%,0,1.04%,0,-0.17%,0,0.57%,0,1.63%
05/06/19,0,-1.30%,0,-0.10%,0,-1.94%,0,-1.47%,0,-2.76%
06/06/19,0,1.62%,0,0.02%,0,1.05%,0,0.85%,0,2.54%
07/06/19,0,1.83%,0,0.03%,0,1.07%,0,-0.29%,0,-0.81%
10/06/19,0,-0.41%,0,-1.54%,0,-1.25%,0,-0.66%,0,-0.94%
11/06/19,0,1.91%,0,0.81%,0,0.49%,0,6.39%,0,1.99%
12/06/19,0,-1.14%,1,0.12%,0,-0.57%,-1,0.12%,0,-0.89%
13/06/19,0,1.23%,0,0.44%,0,-1.79%,0,0.70%,0,-1.59%
14/06/19,0,-0.44%,0,-0.68%,0,0.03%,0,-0.87%,0,-1.77%
17/06/19,0,0.18%,0,-2.91%,0,-0.12%,0,-2.33%,0,-0.10%
18/06/19,0,1.25%,1,0.85%,0,2.59%,0,3.59%,0,2.34%
