Data,PETR4- State,PETR4- Var%,BOVA11- State,BOVA11- Var%,ITUB4- State,ITUB4- Var%,VALE3- State,VALE3- Var%,BBAS3- State,BBAS3- Var%
19/06/19,0,0.26%,0,-1.42%,0,1.58%,0,0.58%,0,1.65%
21/06/19,0,2.76%,0,-1.26%,0,2.26%,0,0.27%,0,0.78%
24/06/19,0,-0.11%,0,2.66%,0,-0.22%,0,-0.08%,0,0.25%
25/06/19,0,-2.62%,0,1.94%,0,-1.25%,0,-1.95%,0,-0.92%
26/06/19,0,0.58%,0,0.07%,0,2.38%,0,0.39%,0,2.17%
27/06/19,0,-1.59%,0,-2.66%,0,-0.68%,0,0.23%,0,0.20%
28/06/19,0,0.66%,0,1.65%,0,0.03%,0,0.23%,0,0.26%
01/07/19,0,-0.55%,0,-0.35%,0,-0.46%,0,3.53%,0,-0.11%
02/07/19,0,-1.61%,0,-0.21%,0,-0.36%,0,-4.21%,0,-1.28%
03/07/19,0,1.16%,0,-0.03%,0,1.72%,1,-0.19%,0,2.09%
04/07/19,0,0.96%,0,-1.59%,0,1.15%,0,0.74%,0,1.62%
05/07/19,0,0.04%,0,2.08%,0,1.11%,0,-2.54%,0,-0.33%
08/07/19,0,0.91%,0,-0.07%,0,-0.27%,0,1.17%,0,-0.09%
10/07/19,0,1.52%,0,-0.53%,0,-0.27%,0,2.32%,0,-1.26%
11/07/19,0,1.18%,0,1.55%,0,-0.13%,0,-0.15%,0,-1.95%
12/07/19,0,0.46%,0,1.24%,0,-1.86%,0,-0.46%,0,-2.26%
15/07/19,0,-1.23%,0,1.54%,0,-0.27%,0,1.70%,0,-0.60%
16/07/19,0,-1.24%,0,-0.02%,0,0.39%,0,0.68%,0,0.15%
17/07/19,0,-0.54%,0,1.51%,0,-0.27%,0,-0.68%,0,0.02%
18/07/19,0,-0.61%,0,2.31%,0,2.66%,0,-0.19%,0,1.70%
19/07/19,0,-0.25%,0,0.02%,0,-2.60%,0,0.25%,0,-1.25%
22/07/19,0,0.18%,0,0.54%,1,1.70%,0,-0.51%,0,0.02%
23/07/19,0,0.11%,0,-1.34%,0,0.97%,0,-1.32%,0,-1.17%
24/07/19,0,-0.62%,0,1.29%,0,-0.08%,0,-2.14%,0,1.81%
25/07/19,0,-1.68%,0,-0.61%,0,-3.08%,0,-0.32%,0,-4.22%
26/07/19,0,-2.79%,0,0.86%,1,1.80%,0,-0.51%,1,-0.24%
29/07/19,1,0.92%,0,0.92%,0,0.41%,0,0.06%,0,0.90%
30/07/19,0,-0.53%,0,0.64%,0,-3.32%,0,-0.50%,0,-1.01%
31/07/19,0,-0.61%,0,-0.37%,1,-2.66%,0,-0.40%,0,-1.44%
01/08/19,0,-1.84%,0,-2.97%,0,0.22%,0,-2.83%,0,-0.95%
02/08/19,0,2.77%,0,0.04%,0,0.14%,0,-1.16%,0,0.02%
05/08/19,-1,-3.65%,0,2.70%,0,-1.37%,0,-3.85%,0,-1.87%
06/08/19,1,1.30%,0,-1.78%,0,3.02%,1,1.35%,0,1.36%
07/08/19,0,-1.09%,0,1.01%,0,3.69%,0,-0.30%,0,-0.10%
08/08/19,0,2.91%,0,-0.25%,0,0.54%,0,1.51%,0,0.72%
09/08/19,-1,-0.23%,0,-0.04%,0,-0.76%,0,-3.58%,0,-0.31%
12/08/19,0,-2.42%,0,0.97%,0,-4.14%,0,-0.73%,0,-3.39%
13/08/19,0,1.34%,0,0.77%,0,1.96%,0,2.97%,0,1.17%
14/08/19,0,-3.37%,0,-0.96%,0,-2.20%,-1,-3.48%,0,-3.49%
15/08/19,0,-2.77%,0,0.40%,0,-0.28%,0,-2.21%,0,-0.09%
16/08/19,0,-1.32%,0,0.09%,0,0.40%,0,-0.46%,0,-0.26%
19/08/19,0,0.50%,0,2.00%,0,-0.44%,0,-0.09%,0,-1.97%
20/08/19,0,-0.04%,0,2.26%,0,-1.11%,0,0.44%,0,-0.09%
21/08/19,0,5.95%,0,-1.21%,0,0.77%,0,0.71%,0,5.72%
22/08/19,-1,-0.90%,0,-0.34%,0,-1.58%,0,-0.59%,-1,-0.55%
23/08/19,0,-3.73%,0,1.72%,0,-1.16%,0,-1.39%,0,-3.64%
26/08/19,0,-1.32%,0,1.22%,0,-0.03%,0,-1.11%,0,-0.47%
27/08/19,0,1.59%,0,-0.14%,0,1.18%,0,1.21%,0,-0.80%
28/08/19,0,1.03%,0,0.02%,0,1.13%,0,0.37%,0,-0.83%
29/08/19,0,3.70%,0,1.06%,0,0.53%,0,3.73%,0,2.43%
30/08/19,0,0.00%,0,0.22%,0,-0.44%,0,1.04%,0,2.57%
02/09/19,0,-0.78%,0,1.97%,0,-1.25%,0,0.97%,0,-1.28%
03/09/19,0,1.19%,0,-1.32%,0,-1.91%,0,-1.06%,0,-1.86%
04/09/19,0,2.58%,0,1.86%,0,0.70%,0,2.20%,0,2.37%
05/09/19,0,0.50%,0,0.97%,0,2.84%,0,0.00%,0,3.49%
06/09/19,0,0.49%,0,-1.74%,0,3.35%,0,-0.15%,0,4.07%
09/09/19,0,1.55%,1,0.64%,0,2.45%,0,3.10%,0,1.24%
10/09/19,0,0.63%,0,0.28%,0,-1.94%,0,0.73%,0,-1.68%
11/09/19,0,-0.85%,0,-0.26%,0,-0.45%,0,-0.60%,0,-2.38%
12/09/19,0,0.71%,0,-5.60%,0,0.63%,0,3.63%,0,0.51%
13/09/19,0,-0.67%,0,-0.05%,0,1.36%,0,0.20%,0,-1.79%
16/09/19,0,4.39%,0,1.28%,0,-1.78%,0,-2.41%,0,-1.04%
17/09/19,0,-1.32%,0,-1.35%,0,0.37%,0,0.64%,0,1.39%
18/09/19,0,-1.70%,0,2.03%,0,-0.31%,0,-1.02%,0,1.52%
19/09/19,0,0.26%,0,-2.19%,0,-1.67%,0,-0.17%,0,-2.60%
20/09/19,0,-1.06%,0,-0.58%,0,0.26%,0,0.21%,0,1.58%
23/09/19,0,1.78%,0,-0.42%,0,-0.32%,0,-0.66%,0,-0.48%
24/09/19,0,-0.76%,0,0.56%,0,-1.04%,0,-2.43%,0,-3.05%
25/09/19,0,0.26%,0,-0.73%,0,1.17%,0,1.98%,0,-0.65%
26/09/19,0,1.32%,0,0.10%,0,2.88%,0,0.00%,0,0.37%
27/09/19,0,-0.14%,0,-1.97%,0,-0.42%,0,-0.42%,0,-0.81%
30/09/19,0,-0.40%,0,0.62%,0,-1.41%,0,0.19%,0,0.33%
01/10/19,0,-0.15%,0,-1.51%,0,-2.27%,0,-0.08%,0,-1.19%
02/10/19,0,-2.87%,0,-2.42%,0,-2.75%,0,-5.47%,0,-3.40%
03/10/19,0,0.07%,0,0.02%,0,0.03%,1,0.75%,0,4.31%
04/10/19,0,-0.86%,0,-0.91%,0,0.48%,0,2.53%,-1,0.68%
07/10/19,0,-1.28%,0,-0.40%,0,-1.85%,0,-1.18%,0,-3.95%
08/10/19,0,-0.57%,0,0.15%,0,-0.43%,0,-1.56%,0,-1.80%
09/10/19,0,1.92%,0,0.04%,0,1.59%,0,0.77%,0,2.77%
10/10/19,0,0.83%,0,-1.51%,0,0.72%,0,3.44%,0,0.45%
11/10/19,0,1.94%,0,0.75%,0,1.29%,0,2.96%,0,1.87%
14/10/19,0,0.18%,0,0.17%,0,1.68%,0,-1.34%,0,-0.51%
15/10/19,0,1.06%,0,3.89%,0,-0.23%,0,-0.17%,0,-1.38%
16/10/19,0,1.20%,0,1.15%,0,1.43%,0,-2.32%,0,1.40%
17/10/19,0,-0.97%,0,-1.05%,0,-0.60%,0,-0.19%,0,-0.20%
18/10/19,0,-0.22%,0,-1.26%,0,-1.18%,0,-1.46%,0,2.56%
21/10/19,0,0.62%,0,0.55%,0,1.64%,0,2.56%,0,0.74%
22/10/19,0,2.88%,0,10.24%,0,3.10%,0,0.19%,0,2.16%
23/10/19,-1,1.33%,0,1.27%,0,1.42%,0,-0.40%,0,0.42%
24/10/19,0,-2.18%,0,-0.27%,0,0.47%,0,-0.76%,0,-0.63%
25/10/19,0,3.28%,0,-0.83%,0,0.66%,0,3.87%,0,0.91%
28/10/19,0,1.20%,0,-5.53%,0,1.36%,0,0.29%,0,2.22%
29/10/19,0,0.07%,0,0.71%,0,-1.77%,0,-0.10%,0,-0.27%
30/10/19,0,0.88%,0,-1.02%,0,0.63%,0,-0.12%,0,1.56%
31/10/19,0,1.04%,0,-0.20%,0,-1.74%,0,-2.86%,0,-2.57%
01/11/19,0,0.13%,0,0.09%,0,0.37%,0,2.63%,0,-0.39%
04/11/19,0,-0.23%,0,-1.62%,0,0.33%,0,2.85%,0,-0.56%
05/11/19,0,-2.32%,0,0.64%,0,1.73%,0,0.10%,0,0.63%
06/11/19,1,0.17%,0,1.66%,0,-1.35%,0,-0.36%,0,-0.67%
07/11/19,0,4.03%,0,0.29%,0,0.60%,0,0.85%,0,0.00%
08/11/19,-1,-2.87%,0,0.19%,0,-1.49%,0,-1.86%,0,-1.41%
11/11/19,0,1.44%,0,0.94%,0,0.44%,0,-2.14%,0,0.51%
12/11/19,0,-0.76%,0,0.89%,0,-1.70%,0,-0.48%,0,-1.10%
13/11/19,0,-0.40%,0,-1.70%,0,-1.01%,0,-1.63%,0,-1.65%
14/11/19,0,-2.01%,0,-0.77%,0,0.65%,0,-0.25%,0,1.22%
18/11/19,0,-0.75%,0,1.28%,0,-0.45%,0,1.30%,0,-1.10%
19/11/19,0,-1.03%,0,-2.60%,0,-1.10%,0,1.18%,0,-0.46%
21/11/19,0,3.72%,0,-0.39%,0,1.02%,0,0.52%,0,1.29%
22/11/19,0,0.44%,0,-0.42%,0,0.68%,0,3.33%,0,1.60%
25/11/19,0,-0.83%,0,-0.71%,0,-1.43%,0,1.66%,0,-0.32%
26/11/19,0,-1.82%,0,0.11%,0,-2.04%,0,0.71%,0,-1.29%
27/11/19,0,0.48%,0,6.42%,0,0.58%,0,-1.25%,0,2.91%
28/11/19,0,0.68%,0,1.14%,0,-0.29%,0,-0.42%,-1,0.55%
29/11/19,0,-1.29%,0,-0.48%,0,0.58%,0,-0.77%,0,0.44%
02/12/19,0,-0.27%,0,1.42%,0,1.38%,0,2.72%,0,-0.79%
03/12/19,0,-0.31%,0,0.20%,0,0.03%,0,-1.79%,0,2.02%
04/12/19,0,2.35%,0,-1.48%,0,3.60%,0,0.99%,0,1.45%
05/12/19,0,1.31%,0,3.33%,-1,-0.14%,0,0.06%,0,-0.86%
06/12/19,0,1.00%,0,0.62%,0,-1.81%,0,0.79%,0,-0.41%
09/12/19,0,-0.46%,0,-1.98%,0,1.95%,0,0.18%,0,0.31%
10/12/19,0,0.76%,0,1.78%,0,-1.45%,0,-0.47%,0,-1.44%
11/12/19,0,-0.13%,0,0.87%,0,-1.17%,0,1.23%,0,-0.15%
12/12/19,0,1.87%,0,1.14%,0,-0.03%,0,2.16%,0,2.59%
13/12/19,0,-4.52%,0,-1.58%,0,2.13%,0,-1.10%,0,-0.78%
16/12/19,1,-1.89%,0,-0.28%,0,-2.29%,0,-0.78%,0,-1.36%
17/12/19,0,1.48%,0,-1.26%,0,1.52%,0,0.02%,0,2.26%
18/12/19,0,2.31%,0,0.90%,0,1.28%,0,0.23%,0,3.45%
19/12/19,0,0.23%,0,0.45%,0,0.49%,0,1.00%,0,1.03%
20/12/19,0,-1.13%,0,0.20%,0,-0.44%,0,1.46%,0,-0.20%
23/12/19,0,0.80%,0,1.10%,0,0.93%,0,-0.39%,0,3.02%
26/12/19,0,1.33%,0,0.36%,0,1.52%,0,0.39%,0,1.14%
27/12/19,0,0.10%,0,-0.33%,0,-0.27%,0,0.41%,0,-0.43%
30/12/19,0,-1.11%,0,0.45%,0,-0.54%,0,-0.56%,0,-0.28%
02/01/20,0,1.72%,0,2.25%,0,2.55%,0,1.93%,0,1.86%
03/01/20,0,-0.81%,0,0.51%,0,-1.05%,0,-0.74%,0,-0.17%
06/01/20,0,1.18%,0,0.37%,0,-1.49%,0,-0.59%,0,-1.32%
07/01/20,0,-0.39%,0,-6.90%,0,-2.32%,0,0.73%,0,-0.75%
08/01/20,0,-0.62%,0,0.80%,0,-1.63%,0,0.02%,0,-0.91%
09/01/20,0,-0.33%,0,1.73%,0,-1.99%,0,-1.31%,0,-2.03%
10/01/20,0,-0.43%,0,3.96%,0,-0.89%,0,0.11%,0,-2.35%
13/01/20,0,0.20%,0,-0.32%,0,1.33%,0,3.64%,0,1.12%
14/01/20,0,-1.09%,0,1.74%,0,0.00%,-1,0.61%,0,-0.54%
15/01/20,0,-1.50%,0,-0.29%,0,-1.23%,0,-0.32%,0,-1.83%
16/01/20,0,-0.10%,0,1.08%,0,0.20%,0,-0.52%,0,0.45%
17/01/20,0,1.12%,0,-0.18%,0,0.69%,0,3.32%,0,1.35%
20/01/20,0,0.50%,0,1.96%,0,-2.03%,-1,0.63%,0,-0.64%
21/01/20,0,-1.27%,0,0.58%,0,-2.13%,0,-2.32%,0,-2.89%
22/01/20,0,-1.11%,0,0.51%,0,0.60%,0,0.48%,0,0.79%
23/01/20,0,1.06%,0,-2.35%,0,2.37%,0,-1.42%,0,5.62%
24/01/20,0,-1.01%,0,-1.06%,0,-0.75%,0,-3.06%,-1,-1.32%
27/01/20,0,-4.33%,0,-0.97%,0,-2.16%,0,-6.12%,0,-0.98%
28/01/20,1,2.75%,0,0.35%,0,-0.03%,1,1.37%,0,0.82%
29/01/20,-1,0.17%,0,-1.46%,0,-1.55%,0,-0.88%,0,-2.47%
30/01/20,0,0.31%,0,-0.07%,0,1.46%,0,1.48%,0,0.69%
31/01/20,0,-1.69%,0,-0.04%,0,-1.88%,0,-2.39%,0,-2.53%
03/02/20,0,-0.95%,0,0.98%,0,0.29%,0,1.27%,0,0.49%
04/02/20,0,1.60%,0,-1.30%,0,0.79%,0,2.67%,0,-1.09%
05/02/20,0,-0.84%,0,2.07%,0,0.60%,0,1.38%,0,4.46%
06/02/20,0,2.78%,0,-0.83%,0,-0.24%,0,0.55%,-1,-1.69%
07/02/20,0,-0.86%,0,-0.78%,0,1.29%,0,-2.21%,0,0.10%
10/02/20,0,0.69%,0,0.76%,0,1.69%,0,-3.67%,0,-0.99%
11/02/20,0,1.20%,0,-0.36%,0,2.30%,0,3.71%,0,4.50%
12/02/20,0,2.20%,0,1.02%,0,-0.40%,0,1.96%,0,0.58%
13/02/20,0,-1.36%,0,-0.30%,0,-1.55%,0,-1.75%,0,-1.55%
14/02/20,0,-1.01%,1,-3.25%,0,-1.69%,0,-2.19%,0,-1.91%
17/02/20,0,-0.20%,0,-0.74%,0,-0.92%,0,4.73%,0,-1.50%
18/02/20,0,1.33%,0,-0.30%,0,0.42%,0,-1.14%,0,0.96%
19/02/20,0,2.69%,0,-2.65%,0,1.43%,0,0.02%,0,0.24%
20/02/20,0,-2.06%,0,0.65%,0,-0.35%,0,-1.16%,0,-1.03%
21/02/20,0,-2.61%,0,-1.52%,0,-0.95%,0,-3.97%,0,0.08%
26/02/20,0,-10.05%,0,-4.15%,0,-4.99%,0,-9.54%,0,-7.29%
27/02/20,1,-3.47%,0,-5.83%,1,0.06%,1,-1.94%,1,1.24%
28/02/20,0,0.16%,0,-0.54%,0,2.99%,0,-0.36%,0,2.34%
02/03/20,0,4.70%,0,-0.05%,0,-0.33%,0,4.63%,0,0.62%
03/03/20,0,-1.81%,0,3.98%,0,-1.82%,0,-0.02%,0,-2.93%
04/03/20,0,3.22%,0,1.39%,0,0.96%,0,4.79%,0,0.11%
05/03/20,0,-5.95%,0,2.70%,0,-3.42%,0,-3.54%,0,-5.91%
06/03/20,0,-9.73%,0,-0.85%,0,-2.13%,0,-4.78%,0,-1.88%
09/03/20,1,-29.70%,0,-1.45%,0,-6.93%,0,-15.20%,0,-11.04%
10/03/20,1,9.41%,0,0.23%,1,2.48%,1,18.45%,1,5.26%
11/03/20,0,-9.74%,0,0.38%,0,-8.14%,-1,-9.08%,0,-8.63%
12/03/20,0,-20.50%,0,0.67%,1,-9.82%,0,-13.23%,0,-13.22%
13/03/20,0,22.22%,0,1.90%,1,11.06%,0,21.36%,1,16.77%
16/03/20,-1,-15.00%,0,1.93%,-1,-9.19%,-1,-9.00%,-1,-16.69%
17/03/20,0,-0.69%,0,1.08%,0,5.88%,0,6.33%,1,4.84%
18/03/20,0,-13.15%,0,-0.71%,0,-6.94%,0,-6.89%,0,-16.50%
19/03/20,0,8.15%,0,1.61%,0,-2.56%,0,-5.82%,0,-3.91%
20/03/20,0,-1.72%,0,-0.19%,0,-3.50%,0,-3.32%,0,-3.79%
23/03/20,0,-4.17%,0,0.44%,0,-6.94%,0,-3.10%,0,-10.04%
24/03/20,0,15.22%,0,-0.06%,0,9.65%,0,10.38%,0,17.13%
25/03/20,0,8.08%,0,2.61%,0,4.89%,0,8.53%,-1,12.00%
26/03/20,0,0.49%,0,0.23%,0,2.75%,0,2.82%,0,5.03%
27/03/20,0,-7.57%,0,0.55%,0,-5.28%,0,-4.52%,0,-7.38%
30/03/20,0,0.60%,0,0.62%,0,4.96%,0,4.16%,0,2.66%
31/03/20,0,4.56%,0,-0.57%,0,-4.23%,0,3.47%,0,-3.79%
01/04/20,0,2.22%,0,-2.22%,0,-7.26%,0,0.35%,0,-4.23%
02/04/20,0,8.46%,0,1.82%,0,0.47%,0,-1.36%,0,1.16%
03/04/20,0,-1.10%,0,-1.89%,0,-3.91%,0,-5.33%,0,-5.63%
06/04/20,0,2.80%,0,-2.12%,0,7.36%,0,6.49%,0,9.25%
07/04/20,0,3.99%,0,1.41%,0,3.70%,0,1.51%,0,4.70%
08/04/20,0,5.61%,0,0.35%,0,5.13%,0,-0.62%,0,1.92%
09/04/20,0,-2.89%,0,0.05%,0,-2.81%,0,-0.53%,0,-0.27%
13/04/20,0,0.65%,0,3.31%,0,2.13%,0,2.98%,0,1.99%
14/04/20,0,-1.18%,0,1.17%,0,1.25%,0,-0.09%,0,-0.10%
15/04/20,0,-2.09%,0,4.00%,0,-3.70%,0,-3.01%,0,-1.85%
16/04/20,0,-4.03%,0,-4.73%,0,-2.52%,0,-1.00%,0,-2.87%
17/04/20,0,2.61%,0,1.48%,0,1.80%,0,2.90%,0,2.71%
20/04/20,0,-1.12%,0,-1.22%,0,-2.50%,0,-3.50%,0,-1.99%
22/04/20,0,5.02%,0,0.33%,0,-1.19%,0,1.04%,0,-0.45%
23/04/20,0,1.19%,0,2.06%,0,-1.43%,0,1.42%,0,-2.81%
24/04/20,0,-5.90%,0,0.04%,0,-5.31%,0,0.57%,0,-13.37%
27/04/20,0,3.13%,0,0.54%,0,3.30%,0,1.81%,1,5.72%
28/04/20,0,4.86%,0,-0.41%,0,8.25%,0,0.13%,0,13.43%
29/04/20,0,5.51%,0,0.10%,0,1.33%,0,4.75%,-1,1.44%
30/04/20,0,-0.82%,0,-0.41%,0,-3.76%,0,-4.00%,0,-3.59%
04/05/20,0,-3.71%,0,0.99%,0,-3.80%,0,-2.07%,0,-2.60%
05/05/20,0,3.22%,0,-0.36%,0,3.70%,0,-0.52%,0,0.14%
06/05/20,0,-3.68%,0,-0.60%,0,-2.03%,0,1.44%,0,-2.91%
07/05/20,0,0.93%,0,0.56%,0,-3.60%,0,3.88%,0,-2.70%
08/05/20,0,5.96%,0,0.38%,0,4.10%,0,6.08%,0,3.20%
11/05/20,0,-1.79%,0,1.79%,0,0.27%,-1,-2.29%,0,0.63%
12/05/20,0,-0.06%,0,0.68%,0,-3.44%,0,-0.57%,0,-3.52%
13/05/20,0,-3.03%,0,0.23%,0,-0.05%,0,2.28%,0,-2.89%
14/05/20,0,-1.08%,0,2.36%,0,4.40%,0,-0.93%,0,4.31%
15/05/20,0,-1.44%,0,-1.05%,0,-4.08%,0,-0.08%,0,-1.88%
18/05/20,0,8.10%,0,0.12%,0,4.81%,0,6.68%,0,4.78%
19/05/20,0,0.76%,0,-1.26%,0,-4.32%,0,2.30%,0,-2.70%
20/05/20,0,3.32%,0,1.57%,0,-0.41%,0,0.11%,0,2.51%
21/05/20,0,-0.57%,0,1.74%,0,5.74%,0,-2.61%,0,7.06%
22/05/20,0,-2.71%,0,0.87%,0,0.53%,0,-1.68%,0,-2.56%
25/05/20,0,4.34%,0,0.10%,0,4.36%,0,-0.34%,0,10.49%
26/05/20,0,0.98%,0,2.40%,0,-3.96%,0,-1.80%,0,-2.25%
27/05/20,0,1.32%,0,-0.34%,0,3.13%,0,2.93%,0,0.36%
28/05/20,0,-0.80%,0,0.98%,0,-1.77%,0,-1.09%,0,-0.36%
29/05/20,0,2.88%,0,0.23%,0,-1.16%,0,5.81%,0,0.16%
01/06/20,0,-0.05%,0,0.60%,0,2.76%,0,0.79%,0,3.11%
02/06/20,0,5.26%,0,0.25%,0,6.72%,0,0.00%,0,3.21%
03/06/20,0,0.33%,0,1.37%,0,2.65%,0,0.45%,0,5.88%
04/06/20,0,-0.19%,0,2.31%,0,2.89%,0,3.73%,0,0.55%
05/06/20,0,3.13%,0,0.41%,0,2.21%,0,-1.89%,0,0.74%
08/06/20,0,1.95%,0,1.43%,0,4.04%,0,0.31%,0,3.38%
09/06/20,0,-3.60%,0,0.38%,0,-1.97%,0,0.38%,0,-1.65%
10/06/20,0,-1.47%,0,1.19%,0,-4.35%,0,-1.44%,0,-4.41%
12/06/20,0,-3.74%,0,2.41%,0,-1.99%,0,-1.48%,0,-2.51%
15/06/20,0,0.49%,0,0.70%,0,-2.34%,0,0.90%,0,-0.84%
16/06/20,0,3.24%,0,-2.30%,0,2.87%,0,2.80%,0,1.30%
17/06/20,0,0.33%,0,-0.43%,0,1.26%,0,1.46%,0,2.99%
18/06/20,0,0.75%,0,-2.24%,0,3.92%,0,-0.05%,0,-0.29%
19/06/20,0,-0.60%,0,0.44%,0,1.96%,0,-1.78%,0,-1.34%
22/06/20,0,-2.42%,0,-0.03%,0,-3.10%,0,-0.31%,0,-2.06%
23/06/20,0,3.34%,0,-2.73%,0,-1.32%,0,1.07%,0,0.87%
24/06/20,0,-3.00%,0,-0.21%,0,-3.80%,0,-0.36%,0,-3.91%
25/06/20,0,2.24%,0,1.44%,0,1.20%,0,1.10%,0,2.45%
26/06/20,0,-2.93%,0,0.28%,0,-1.68%,0,-0.68%,0,-3.60%
29/06/20,0,3.93%,0,-0.52%,0,2.99%,0,0.02%,0,5.09%
30/06/20,0,-0.51%,0,2.49%,0,-3.89%,0,0.52%,0,-3.86%
01/07/20,0,0.74%,0,-0.35%,0,2.61%,0,-2.47%,0,2.86%
02/07/20,0,1.61%,0,0.17%,0,1.72%,0,1.74%,0,0.27%
03/07/20,0,-0.36%,0,-3.70%,0,-0.19%,0,-0.41%,0,1.03%
06/07/20,0,2.41%,0,0.26%,0,4.64%,0,2.37%,0,3.49%
07/07/20,0,-1.24%,0,0.91%,0,-4.90%,0,-0.35%,0,-4.01%
08/07/20,0,1.89%,0,0.97%,0,2.16%,0,1.69%,0,2.43%
09/07/20,0,-2.25%,0,1.38%,0,0.04%,0,-1.57%,0,-0.38%
10/07/20,0,1.67%,0,-0.74%,0,0.93%,0,0.97%,0,0.53%
13/07/20,0,-1.55%,0,0.38%,0,-1.47%,0,1.19%,0,-1.00%
14/07/20,0,3.34%,0,-0.44%,0,1.68%,0,7.03%,0,1.63%
15/07/20,0,1.92%,0,-0.17%,0,0.70%,-1,0.15%,0,0.99%
16/07/20,0,-2.66%,0,-0.65%,0,-1.68%,0,-2.70%,0,-0.84%
17/07/20,0,0.09%,0,-2.56%,0,0.89%,0,1.53%,0,3.08%
20/07/20,0,0.00%,0,0.77%,0,0.29%,0,-0.39%,0,-0.39%
21/07/20,0,2.77%,0,-0.23%,0,1.47%,0,-1.81%,0,0.48%
22/07/20,0,-1.37%,0,-1.39%,0,-2.27%,0,-0.77%,0,-0.82%
23/07/20,0,-2.08%,0,3.65%,0,-2.11%,0,-0.66%,0,-2.41%
24/07/20,0,0.71%,0,0.76%,0,-0.11%,0,-0.42%,0,-1.16%
27/07/20,0,2.07%,0,-1.21%,0,5.02%,0,4.73%,0,2.83%
28/07/20,0,-1.72%,0,-0.01%,0,-0.58%,0,-1.68%,0,0.34%
29/07/20,0,1.62%,0,-0.84%,0,2.35%,0,4.33%,0,2.63%
30/07/20,0,-1.51%,0,0.21%,0,-1.70%,0,-2.67%,0,-3.20%
31/07/20,0,-2.72%,0,0.48%,0,-3.31%,0,-0.91%,0,-3.51%
03/08/20,0,-1.80%,0,0.51%,0,1.45%,0,-0.74%,0,2.29%
04/08/20,0,-0.09%,0,-2.06%,0,-5.83%,0,0.73%,0,-3.06%
05/08/20,0,6.43%,0,-0.59%,1,-0.08%,0,2.45%,0,0.09%
06/08/20,-1,0.17%,0,-3.64%,0,1.40%,0,-0.58%,0,3.06%
07/08/20,0,-1.85%,0,-2.16%,0,-2.11%,0,-2.23%,0,-0.70%
10/08/20,0,2.90%,0,-0.39%,0,1.30%,0,2.89%,0,0.94%
11/08/20,0,-1.58%,0,0.52%,0,-1.16%,0,-3.09%,0,-1.45%
12/08/20,0,1.73%,0,-1.25%,0,-1.14%,0,2.02%,0,-0.53%
13/08/20,0,-2.73%,0,-1.15%,0,-2.85%,0,-1.87%,0,-2.01%
14/08/20,0,-0.74%,0,-1.99%,0,0.94%,0,1.66%,0,0.33%
17/08/20,0,-0.31%,0,-0.18%,0,-2.39%,0,1.43%,0,-2.56%
18/08/20,0,1.86%,0,0.52%,0,0.41%,0,1.33%,0,1.36%
19/08/20,0,-0.56%,0,-0.80%,0,-0.50%,0,-1.06%,0,-0.46%
20/08/20,0,-0.70%,0,0.38%,0,0.00%,0,0.90%,0,0.09%
21/08/20,0,-0.75%,0,-1.02%,0,-0.17%,0,-1.19%,0,0.92%
